Blog	two	than	our	other	many	would	today	don	last	back	way	day	world	work	also	see	post	them	any	while	because	video	only	good	know	want	best	well	need	three	use	could	too	long	read	those	should	made	down	google	week	then	something	these	may	show	right	going	said	off	take	since	every	much	being	still	using	before	through	help	look	game	say	why	live	think	where	big	days	might	around	says	really	both	news	she	between	her	top	full	another	very	doesn	few	thing	things	does	better	did	story	keep	great	find	next	case	life	real	same	got	found	part	own	old	free	internet	home	without	app	always	number	high	used	end	open	man	getting	web	users	sure	data	let	change	during	different	already	city	page	ever	come	called	didn	enough	available	play	set	media	put	site	based	against	little	ago	finally	blog	working	company	including	times	future	hard	report	online	him	music	technology	away	almost	yet	team	information	com	isn	though	such	power	social	less	twitter	left	small	past	makes	start	across	again	version	million	shows	months	add	second	easy	five	business	actually	making	bit	photos	night	month	interesting	each	recent	space	nbsp	search	several	lot	done	single	once	doing	early	probably	state	phone	view	problem	coming	however	love	line	comes	won	never	give	everyone	create	design	gets	series	project	support	system	fact	means	car	family	latest	talk	money	public	taking	under	watch	told	youtube	went	must	far	book	experience	sometimes	america	point	list	call	link	email	security	buy	four	photo	step	within	website	simple	place	check	feel	instead	quite	via	mobile	facebook	control	build	itself	thought	hit	service	thanks	american	tuesday	source	released	comments	trying	user	run	black	idea	looking	seen	everything	seems	until	side	major	content	house	season	windows	become	product	images	rather	microsoft	name	image	science	bad	together	click	digital	reading	according	videos	center	took	someone	try	soon	ready	started	friends	features	important	least	games	given	able	group	share	ios	art	wednesday	process	likely	save	services	store	kind	earlier	obama	half	pretty	download	written	companies	behind	head	program	woman	example	continue	having	created	war	care	price	taken	believe	simply	release	network	morning	running	often	women	york	november	couple	stuff	apparently	update	links	special	party	needs	access	holiday	local	press	president	current	whole	community	stop	national	health	apps	feature	came	country	inside	screen	death	launched	takes	either	iphone	six	offer	along	note	weeks	favorite	complete	thinking	exactly	please	others	looks	writing	george	white	percent	lead	wants	worth	john	hand	close	amp	third	deal	among	later	school	goes	short	job	possible	states	results	street	official	near	software	designed	question	starting	red	recently	issues	devices	drive	large	android	government	interview	low	washington	anyone	shot	outside	nothing	class	whether	below	player	course	tools	word	law	dead	event	front	computer	text	longer	apple	words	saying	bottom	learn	test	drop	similar	lost	else	numbers	platform	nice	include	wasn	happy	developers	original	david	article	products	tell	maybe	understand	works	talking	color	face	announced	items	standard	terms	browser	launch	potential	general	fans	account
MetaFilter	4	1	2	4	5	3	1	1	2	0	1	5	3	0	4	3	0	2	0	0	3	2	3	0	1	0	1	1	0	2	0	2	2	3	1	0	3	3	1	0	1	3	2	1	0	1	0	1	0	1	2	1	1	1	1	1	0	3	3	0	1	0	0	1	2	0	1	3	0	2	0	1	1	1	0	1	1	1	0	0	2	1	0	0	0	2	4	0	1	2	1	1	1	1	1	2	1	0	1	1	2	0	1	0	2	2	0	0	1	0	0	5	2	5	3	0	1	2	0	0	0	0	2	3	0	0	2	0	2	0	0	2	2	2	1	2	0	0	2	2	2	1	2	0	1	1	0	1	2	0	2	1	0	0	0	0	1	2	0	0	2	0	0	1	0	0	0	0	0	0	1	1	0	0	3	2	0	0	0	0	0	1	2	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	3	1	0	0	1	0	0	1	0	1	2	0	1	4	0	1	0	0	1	1	0	1	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	1	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	2	0	2	0	0	3	0	2	0	0	1	1	2	2	0	0	1	0	2	1	0	0	1	2	0	0	0	1	0	2	1	1	0	0	2	0	0	1	1	0	0	0	0	1	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	0	3	0	1	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0
ReadWrite	17	25	20	28	18	23	11	16	12	12	36	9	11	29	30	40	8	27	25	21	22	6	17	7	12	17	15	15	11	5	35	30	8	11	2	14	13	13	11	29	5	27	14	20	17	1	17	21	13	11	14	7	11	24	12	24	10	7	25	6	12	7	9	16	5	24	16	25	8	8	23	3	36	5	5	0	2	0	2	17	8	23	9	11	16	17	9	18	10	1	5	5	7	13	7	3	14	13	7	6	8	13	5	14	15	1	8	39	7	5	7	12	12	21	2	11	29	43	4	31	8	4	4	9	12	2	3	7	11	4	8	3	9	5	5	4	8	5	15	5	10	0	6	8	12	32	7	2	11	4	1	1	1	3	16	4	7	11	6	11	2	8	11	9	7	19	5	24	3	4	6	16	8	3	3	7	10	4	6	7	1	5	2	26	8	9	3	7	0	3	2	9	5	5	122	8	2	29	8	3	8	7	9	4	1	34	1	3	3	3	8	9	4	5	6	5	3	7	6	7	2	17	3	12	8	3	0	3	1	2	14	5	5	4	2	1	4	2	3	11	10	13	2	0	4	6	3	2	13	1	6	1	25	5	9	3	12	5	0	2	7	4	4	23	57	3	7	7	5	3	25	1	0	2	12	0	2	8	12	5	0	9	6	4	14	7	5	4	7	4	1	0	32	0	9	10	2	16	5	16	5	3	14	5	2	1	7	5	3	5	7	1	1	4	10	11	6	8	7	4	2	12	2	14	4	0	2	1	3	1	12	3	5	3	0	3	9	14	2	20	3	3	4	0	8	7	3	3	1	1	3	2	2	2	6	10	1	2	4	0	0	3	5	5	3	2	1	1	3	8	7	1	2	1	1	2	0	17	1	2	0	31	10	4	0	2	8	0	1	5	3	2	3	1	5	9	1	4	1	4	11	3	3	2	0	0	0	1	6	6	9	0	3	2	6	4	6	3	5	3	4	1	7	4	0	2	2	1	0	33	3	1	4	2	6	4	13	3	4	4	12	3	2	0	3	1	2	1	1	4	3	1	6	11	3	0	4	1	1	10	6	6	6	1	1	2	6	0	3	6	2	7	3	8	1	3	2	1	27	0	0	2	5	1	6	5	6	2	2	4	6	3	0	0	2	1	4	4	0	9
Bats	2	1	1	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	2	0	0	0	1	1	9	0	0	1	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	2	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	2	0	0	1	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Oilman	0	0	1	0	2	2	2	1	1	1	1	0	0	1	1	3	2	0	1	0	0	0	1	2	2	1	0	2	2	0	1	1	4	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	3	1	0	1	0	0	0	0	0	0	3	0	1	0	1	2	2	1	1	5	1	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	2	0	0	0	0	1	0	0	0	0	1	0	1	2	0	0	0	1	0	2	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	2	2	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PerezHilton	0	0	1	1	2	1	0	0	1	0	0	0	1	0	0	3	0	0	2	2	2	2	0	0	4	1	1	0	0	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	3	4	0	2	0	0	3	1	0	0	0	0	0	1	4	0	0	1	0	3	2	1	3	1	2	0	0	0	0	0	0	7	0	12	0	0	0	1	2	0	0	0	0	0	1	2	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	3	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	2	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
A Consuming Experience (full feed)	0	2	0	10	2	4	0	4	0	3	4	0	0	5	3	1	2	8	3	3	0	0	5	4	4	5	2	2	0	0	5	1	6	1	0	3	3	1	6	6	0	18	1	0	5	4	2	1	0	3	3	0	1	0	1	1	7	2	0	3	0	0	2	0	0	0	1	3	0	1	0	1	0	0	0	1	1	3	3	2	3	1	2	0	1	2	1	3	0	0	2	0	4	0	0	0	1	5	1	4	0	0	0	8	1	1	2	2	2	3	0	1	1	2	0	3	1	0	3	0	2	4	0	2	2	0	0	0	1	2	3	1	1	0	6	0	0	0	0	2	0	0	2	0	1	1	0	2	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	3	1	0	0	2	0	3	0	0	1	0	4	0	0	0	0	1	1	2	0	0	0	0	4	1	1	1	1	0	1	0	2	1	2	0	0	0	4	0	4	0	2	0	1	0	2	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	5	1	0	0	0	0	1	0	0	4	0	0	10	1	0	2	0	0	0	0	2	0	0	1	0	0	0	6	0	1	5	0	0	0	1	1	2	0	1	0	0	1	0	1	3	1	0	0	0	1	1	0	1	1	0	0	0	0	0	10	0	0	0	3	0	3	0	0	1	1	10	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	3	2	0	0	1	1	0	0	7	0	3	0	0	4	0	0	1	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	3	4	1	0	0	0	0	0	0	2	0	1	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	7	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	5	0	1	2	17	0	0	4	0	0	23	1	0	3	1	1	0	0	0	1	0	0	3	0	1	0	0	0	0	1	1	3	1	1	1	0	1	0	0	0	0	6	0	0	0	1	0	1	0	0
mezzoblue	0	0	1	0	0	0	2	0	1	1	3	0	0	1	1	0	0	2	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	2	0	0	2	0	0	0	1	0	0	1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	2	1	0	0	0	0	2	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	2	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Matt Cutts: Gadgets, Google, and SEO	0	0	1	0	1	0	0	1	0	2	0	9	1	0	0	0	1	1	2	0	0	3	0	1	1	2	0	2	0	1	3	2	0	0	1	2	0	0	0	7	1	0	0	0	1	1	0	1	1	0	1	0	3	0	0	2	2	0	0	2	0	0	0	1	0	0	1	0	1	3	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	1	0	0	1	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
NewsBusters - Exposing Liberal Media Bias	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Official Google Blog	7	22	59	15	13	2	27	4	6	9	16	10	24	8	26	14	2	10	3	11	1	15	5	6	9	11	10	6	8	8	7	6	2	7	3	7	2	6	6	113	10	5	2	17	1	3	14	3	2	4	17	4	6	2	3	4	7	7	19	33	5	1	2	4	6	4	6	2	6	9	15	0	5	6	5	0	2	1	21	7	1	3	2	6	4	6	3	5	1	6	6	3	8	16	4	5	6	7	2	4	12	5	7	7	7	17	3	9	3	1	4	9	4	21	2	4	9	8	1	5	3	2	2	5	6	3	3	8	6	1	0	2	13	11	1	3	2	10	2	3	3	3	3	7	6	2	3	1	2	6	6	14	3	2	10	3	1	3	5	18	2	1	3	8	8	3	1	1	9	4	9	4	2	9	1	2	10	4	2	5	3	5	7	5	1	6	3	12	1	4	0	12	1	2	8	7	3	4	2	3	5	7	1	1	1	13	13	2	7	1	3	1	3	1	5	13	5	3	5	0	0	8	12	0	0	2	1	10	7	2	4	2	4	5	5	0	4	0	1	2	4	10	0	3	2	2	2	1	3	8	3	2	5	3	3	1	6	6	3	1	2	1	2	8	1	3	3	0	0	0	6	3	1	0	18	3	0	0	5	3	0	1	4	1	3	0	1	1	0	9	2	2	0	1	12	5	0	0	1	7	0	2	8	5	5	1	0	4	2	1	2	5	6	1	3	6	5	6	0	0	3	6	2	16	3	7	0	5	0	5	5	1	1	2	0	2	0	2	1	3	2	4	11	0	1	3	1	3	1	2	2	5	2	2	2	4	0	2	4	0	3	2	0	3	0	1	0	0	0	0	7	1	4	0	3	1	3	9	0	4	2	7	1	3	2	1	8	0	5	1	0	2	5	2	2	0	8	9	3	0	0	1	2	0	2	0	2	4	2	0	0	1	1	1	3	0	0	1	3	4	0	2	0	1	0	1	9	1	1	10	8	0	5	0	2	0	5	11	0	24	5	1	1	1	3	1	1	1	3	2	0	0	3	8	1	2	0	2	0	10	1	1	0	2	4	2	13	1	0	2	2	1	1	5	0	3	1	1	3	2	0	0	9	0	1	2	3	0	1	2	0	2	0	0	2	4	0	1	1	3
Joel on Software	10	16	5	8	7	5	7	15	1	3	12	10	4	12	5	8	2	15	14	8	12	0	3	3	5	18	0	3	10	6	10	7	8	5	5	7	10	3	5	3	1	7	6	7	7	0	4	7	1	5	3	4	18	7	5	3	15	5	3	5	6	0	3	6	1	7	8	7	3	13	7	0	14	6	1	0	3	0	0	2	0	8	9	6	7	20	3	6	2	2	3	27	10	5	2	1	2	3	6	5	2	2	2	10	2	1	5	3	2	4	0	6	2	9	0	6	3	5	6	1	4	2	1	8	5	1	1	2	4	8	5	1	3	0	1	0	2	1	1	0	7	0	1	2	3	1	0	1	1	5	1	1	1	0	1	1	2	1	7	0	0	1	2	1	1	2	2	0	1	3	0	8	7	0	0	10	4	0	7	7	1	4	2	8	10	3	7	0	0	3	2	2	0	0	7	6	2	13	2	3	1	3	0	2	0	1	2	1	1	0	1	4	1	1	9	2	4	0	2	1	1	4	1	11	5	2	3	0	0	1	13	3	0	1	1	0	0	2	1	0	1	1	4	1	5	5	4	0	2	2	3	2	0	5	0	0	2	0	1	4	0	3	0	0	0	8	4	2	5	1	0	0	0	0	8	0	0	6	3	1	0	4	0	2	9	0	3	3	3	0	0	0	5	0	11	0	1	9	0	3	0	5	3	2	0	1	0	0	0	1	1	2	0	1	1	1	13	1	0	0	1	2	0	0	0	16	0	13	3	0	0	1	8	0	0	0	3	0	2	7	0	0	1	0	4	2	1	0	2	2	0	1	0	1	1	3	0	1	2	0	0	0	1	5	0	0	0	0	0	2	1	0	0	0	0	0	2	1	4	0	0	0	14	2	0	2	0	0	0	0	4	4	3	0	0	0	1	0	2	2	2	0	1	1	4	0	1	0	0	0	3	0	0	1	1	1	0	0	1	1	0	3	15	3	0	0	1	0	0	40	1	2	4	0	1	0	0	9	3	0	1	0	0	0	2	1	0	0	3	1	0	0	1	5	2	1	0	1	0	0	0	0	1	4	0	0	1	0	0	2	0	4	0	0	1	0	1	3	8	1	0	0	0	2	3	3	3	1	1	1	0	2	0	2	0	0	0	0	0	0
Boing Boing	1	3	5	5	2	4	4	3	2	1	2	5	3	6	5	3	5	3	2	3	5	16	1	6	1	4	6	3	2	1	0	3	6	5	0	1	3	4	3	3	2	5	2	7	1	4	1	1	1	2	2	2	2	12	1	3	1	3	1	0	3	4	1	2	1	3	4	5	2	1	5	1	5	4	0	0	1	0	1	0	3	4	4	2	3	2	0	0	0	2	1	6	1	2	0	0	4	1	1	0	4	2	4	1	0	2	2	0	1	0	6	5	2	1	0	2	1	1	3	0	1	0	0	1	4	0	1	0	0	1	0	2	4	2	5	3	0	0	4	1	2	3	0	0	0	1	2	1	3	1	0	0	2	6	4	0	1	3	0	0	1	3	5	1	1	2	0	2	1	1	1	0	1	2	2	1	0	2	0	1	0	0	1	1	3	2	2	3	1	0	1	3	1	1	100	1	0	1	2	1	2	0	3	0	2	1	0	2	0	2	1	0	1	1	0	0	0	0	4	0	3	1	0	7	3	0	2	0	0	1	0	0	0	2	4	0	1	1	0	1	4	1	0	1	1	1	1	2	0	0	2	0	0	0	0	0	1	0	3	1	0	3	2	0	2	3	0	1	0	0	1	2	0	0	0	0	0	1	1	0	1	0	0	1	1	0	3	0	1	0	0	1	3	0	0	0	4	6	0	0	1	0	0	0	1	0	0	2	1	1	1	1	0	0	1	0	1	0	1	7	1	2	0	1	0	6	0	0	0	0	1	1	1	0	0	1	0	2	0	0	0	0	1	0	1	0	0	2	1	0	3	2	1	2	0	0	1	0	0	3	1	0	0	1	0	2	1	1	0	1	1	3	1	0	1	0	0	0	1	0	0	2	0	0	0	2	0	0	0	1	4	0	0	0	2	2	0	0	2	0	2	1	2	1	0	0	1	0	1	0	1	1	4	0	0	0	1	4	0	1	0	1	1	0	0	0	0	0	1	0	1	2	0	0	1	0	0	1	2	0	0	2	0	0	0	0	0	1	0	2	1	0	1	0	0	0	2	2	1	0	0	0	0	0	0	0	2	1	2	2	0	0	0	1	0	1	1	2	0	1	0	0	0	0	1	1	2	0	2	0	1	0	1	0	0	4	0	1	1	0
